efficiency.jpeg
  0.62330000, 66.51380000
  0.70990000, 70.82570000
  0.79260000, 75.13760000
  0.91060000, 78.71560000
  1.03660000, 81.55960000
  1.16260000, 83.66970000
  1.23340000, 84.03670000
  1.46170000, 84.95410000
  1.72940000, 85.68810000
  1.98910000, 85.68810000
  2.19780000, 87.33940000
  2.26860000, 87.98170000
  2.43390000, 89.08260000
  2.60710000, 90.00000000
  2.63860000, 86.60550000
  2.67800000, 82.20180000
  2.72520000, 78.16510000
  2.76850000, 73.21100000
  2.81570000, 68.80730000
  3.00470000, 68.71560000
  3.28410000, 67.70640000
  3.40620000, 66.60550000
  3.60300000, 64.40370000
  3.83910000, 62.11010000
  4.11860000, 58.62390000
  4.34300000, 56.14680000
  4.55550000, 54.22020000
  4.79170000, 51.55960000
  4.91770000, 50.18350000
  5.07120000, 48.07340000
