datasheet.jpg
  1.00000000,  4.01480000
  0.98890000,  3.93700000
  0.96900000,  3.88890000
  0.94030000,  3.86670000
  0.91150000,  3.83330000
  0.88500000,  3.80370000
  0.86500000,  3.76300000
  0.84880000,  3.77040000
  0.82600000,  3.72960000
  0.80010000,  3.70740000
  0.78020000,  3.68890000
  0.75660000,  3.65560000
  0.73450000,  3.63330000
  0.70940000,  3.60740000
  0.69170000,  3.59260000
  0.66960000,  3.56670000
  0.64680000,  3.54070000
  0.62830000,  3.52590000
  0.60840000,  3.50740000
  0.59070000,  3.49260000
  0.57080000,  3.47040000
  0.55600000,  3.45190000
  0.54350000,  3.44440000
  0.52210000,  3.42590000
  0.49560000,  3.40000000
  0.46980000,  3.38150000
  0.44100000,  3.35190000
  0.41590000,  3.33700000
  0.39310000,  3.31850000
  0.36210000,  3.27780000
  0.33480000,  3.27040000
  0.31270000,  3.25190000
  0.29130000,  3.23330000
  0.26920000,  3.21110000
  0.25000000,  3.18890000
  0.22490000,  3.17410000
  0.19690000,  3.12220000
  0.17260000,  3.10000000
  0.14970000,  3.08150000
  0.13200000,  3.03330000
  0.11210000,  2.99630000
  0.09290000,  2.95560000
  0.07670000,  2.90740000
  0.05830000,  2.84440000
  0.04420000,  2.77780000
  0.03320000,  2.72960000
  0.02510000,  2.68520000
  0.01550000,  2.62960000
  0.01110000,  2.57780000
  0.00150000,  2.51850000
