datasheet.jpg
 21.78650000,  4.07830000
 48.14810000,  4.04220000
 88.88890000,  4.01330000
148.80170000,  3.99520000
218.30070000,  3.96630000
302.17860000,  3.93730000
376.47060000,  3.90840000
467.53810000,  3.88310000
537.03700000,  3.86140000
644.88020000,  3.81810000
719.17210000,  3.79280000
798.25710000,  3.76390000
891.72110000,  3.75300000
961.22000000,  3.72770000
1033.11550000,  3.70960000
1116.99350000,  3.68070000
1224.83660000,  3.65540000
1327.88670000,  3.62650000
1404.57520000,  3.60480000
1493.24620000,  3.57590000
1586.71020000,  3.55420000
1694.55340000,  3.50720000
1783.22440000,  3.51080000
1895.86060000,  3.47830000
1994.11760000,  3.46390000
2080.39220000,  3.42770000
2185.83880000,  3.43130000
2272.11330000,  3.39520000
2351.19830000,  3.38800000
2432.67970000,  3.36990000
2533.33330000,  3.34820000
2624.40090000,  3.31570000
2715.46840000,  3.28670000
2794.55340000,  3.25420000
2885.62090000,  3.21450000
2967.10240000,  3.16020000
3034.20480000,  3.10960000
3098.91070000,  3.05180000
3139.65140000,  2.96870000
3194.77120000,  2.88550000
3221.13290000,  2.81690000
3252.28760000,  2.72650000
3271.45970000,  2.65060000
3288.23530000,  2.59280000
3297.82140000,  2.54220000
