datasheet.bmp
  0.00730000, 52.43700000
  0.22260000, 52.34090000
  0.45260000, 52.34090000
  0.70070000, 52.34090000
  1.00000000, 51.95680000
  1.23720000, 51.66870000
  1.44890000, 51.47660000
  1.66060000, 51.09240000
  1.86130000, 50.51620000
  1.99270000, 50.13210000
  2.15690000, 49.55580000
  2.32480000, 48.78750000
  2.51820000, 47.73110000
  2.70440000, 46.48260000
  2.87590000, 45.04200000
  3.00000000, 43.50540000
  3.17150000, 41.29650000
  3.32120000, 38.89560000
  3.44890000, 36.39860000
  3.58030000, 33.42140000
  3.70440000, 29.96400000
  3.79930000, 26.69870000
  3.89780000, 23.43340000
  3.98540000, 19.97600000
  4.06570000, 16.32650000
  4.12040000, 13.54140000
  4.17880000, 10.27610000
  4.22630000,  7.77910000
  4.26640000,  4.89800000
  4.31390000,  2.49700000
  4.34310000,  0.09600000
