datasheet.bmp
  0.00730000, 69.81990000
  0.31020000, 69.72390000
  0.64960000, 69.81990000
  0.99270000, 69.62790000
  1.27010000, 69.14770000
  1.53650000, 68.85950000
  1.77010000, 68.28330000
  2.00000000, 67.51500000
  2.23720000, 66.45860000
  2.46350000, 64.92200000
  2.66420000, 63.28930000
  2.87230000, 61.17650000
  3.00730000, 59.54380000
  3.15330000, 57.14290000
  3.24820000, 55.41420000
  3.34670000, 53.10920000
  3.43800000, 50.99640000
  3.53280000, 48.49940000
  3.60580000, 46.19450000
  3.68610000, 43.50540000
  3.75910000, 40.62420000
  3.82120000, 38.22330000
  3.89420000, 34.95800000
  3.95990000, 31.59660000
  4.01460000, 28.81150000
  4.06930000, 25.64230000
  4.11680000, 22.18490000
  4.17150000, 19.11160000
  4.21530000, 15.65430000
  4.25910000, 12.48500000
  4.29930000,  9.60380000
  4.33940000,  5.95440000
  4.37590000,  2.78510000
  4.40510000,  0.09600000
