dcdc_fig.jpg
  0.00000000, 33.70970000
  0.00520000, 37.25810000
  0.01080000, 41.29030000
  0.01680000, 43.38710000
  0.02280000, 46.29030000
  0.02600000, 48.22580000
  0.03240000, 50.64520000
  0.03920000, 53.70970000
  0.04280000, 55.80650000
  0.04840000, 58.54840000
  0.05280000, 61.29030000
  0.05880000, 63.38710000
  0.06400000, 65.64520000
  0.07040000, 67.90320000
  0.07440000, 70.32260000
  0.08120000, 71.61290000
  0.08720000, 75.16130000
  0.09520000, 77.09680000
  0.10400000, 80.48390000
  0.11640000, 81.61290000
  0.12840000, 83.87100000
  0.13920000, 84.67740000
  0.14840000, 86.29030000
  0.16160000, 86.77420000
  0.17360000, 87.90320000
  0.18920000, 88.70970000
  0.20080000, 89.35480000
  0.21680000, 89.03230000
  0.22560000, 89.67740000
  0.23680000, 89.83870000
  0.24520000, 90.16130000
  0.25520000, 90.00000000
  0.26600000, 90.80650000
  0.27600000, 90.80650000
  0.29040000, 90.64520000
  0.31120000, 91.12900000
  0.32720000, 90.80650000
  0.34320000, 90.32260000
  0.35280000, 90.80650000
  0.36320000, 90.64520000
  0.37480000, 90.32260000
  0.38320000, 91.12900000
  0.38880000, 91.77420000
  0.39520000, 92.58060000
  0.40120000, 92.58060000
  0.40800000, 92.58060000
  0.41400000, 93.06450000
